Depth,Resistivity,Gamma Ray,Total Porosity,Bulk Density,Actual Poisson Ratio(u),Actual Young Modulus(E),Predicted Poisson Ratio(u),Predicted Young Modulus(E)
6980.163582,0.038308713,0.25354147,0.51291143,0.586399696,0.241265775,4538482.127,0.241427806,4549847.406
6980.63957,0.038513553,0.248424687,0.522404586,0.564857891,0.242435696,4470741.821,0.241268685,4501276.488
6981.344281,0.039054544,0.245916149,0.443288069,0.585912334,0.248189886,4430750.93,0.230597212,4529783.513
6983.296432,0.05884773,0.268208472,0.486113195,0.471544435,0.223817682,4332656.03,0.22038362,4486031.103
6984.923462,0.047969953,0.249548726,0.436178421,0.557082503,0.232592856,4568477.794,0.238384505,4754487.206
6985.263748,0.047822886,0.242554755,0.47564932,0.549139188,0.233760111,4577678.075,0.23610965,4679858.03
6985.39945,0.047764237,0.239765648,0.491389814,0.545971495,0.234225598,4581347.031,0.236548637,4729347.42
6985.8993,0.047916893,0.237202521,0.540760716,0.527276319,0.234831072,4568712.208,0.235959831,4566339.038
6988.980549,0.050087785,0.270460305,0.624040556,0.548878134,0.212306917,4521346.216,0.219995746,4526434.204
6989.152884,0.049408873,0.274036923,0.617789504,0.541953114,0.210612683,4526741.975,0.219904026,4504283.245
6989.683342,0.058337118,0.27435916,0.610929365,0.536939795,0.206484712,4555356.485,0.214405208,4564705.588
6991.5,0.084536615,0.277367209,0.580783762,0.485753666,0.20371527,4512026.401,0.211115213,4547500.514
6998.272553,0.072301241,0.257384197,0.523379626,0.463892393,0.223097224,4757352.371,0.221841354,4773402.905
6998.892019,0.075460019,0.259131137,0.567211863,0.436755142,0.21957341,4654030.664,0.218523963,4758608.711
7000.155078,0.086028114,0.293908706,0.553694844,0.389044728,0.207334427,4330866.732,0.205565032,4324315.545
7000.5,0.082952588,0.299136613,0.549299948,0.370143295,0.203903587,4248674.278,0.199622902,4237117.069
7000.631066,0.080159872,0.297590156,0.557086792,0.368056512,0.203214758,4237512.392,0.200370312,4260531.149
7002,0.056779115,0.285653129,0.541595674,0.432784392,0.210260265,4385046.654,0.211549263,4418036.515
7002.05903,0.056393106,0.284776548,0.534056826,0.441071895,0.21141074,4405388.268,0.210152073,4415588.78
7002.535018,0.053427824,0.277378877,0.47663401,0.506633797,0.220608232,4567887.254,0.22209697,4571230.416
7004.5,0.051689205,0.249199432,0.561967553,0.560894465,0.23977916,4874255.834,0.239288983,4843961.489
7005.420807,0.054402775,0.274058898,0.51507361,0.608587953,0.244633036,4909939.161,0.248470434,4810145.263
7005.706154,0.054665249,0.279684534,0.521549856,0.611795025,0.24444581,4886782.015,0.247238772,4857585.379
7006.342921,0.052290917,0.281926475,0.569194703,0.595484668,0.240360106,4783823.364,0.241485463,4667632.278
7006.5,0.051099911,0.280344164,0.587673161,0.586630546,0.238595822,4747907.283,0.241884915,4541333.248
7007.294897,0.054808679,0.280498079,0.646469168,0.500750018,0.220035833,4469267.431,0.22002926,4544632.291
7009,0.063873049,0.287443303,0.574635158,0.471685559,0.208183562,4231577.852,0.218375248,4503697.545
7009.422955,0.058728674,0.279863388,0.526999132,0.511932751,0.217793044,4335359.003,0.220325139,4540196.716
7009.5,0.05681368,0.276765924,0.507667235,0.521114042,0.219773399,4354189.422,0.232197561,4550767.873
7009.975825,0.054877296,0.274999055,0.496035088,0.559106792,0.22967862,4471234.64,0.232767082,4534756.906
7010.5,0.058010143,0.280924833,0.513889918,0.555832799,0.235058969,4508440.152,0.246910954,4736575.894
7010.626813,0.058806585,0.28228341,0.521499289,0.540349153,0.234052261,4483179.618,0.23982887,4595204.322
7010.661889,0.058996434,0.282516881,0.523901446,0.536103156,0.233701333,4475569.835,0.236542073,4586258.89
7011.102801,0.061382868,0.285451644,0.554096889,0.482730399,0.229290119,4379913.832,0.217310615,4505026.007
7011.5,0.062281238,0.282245553,0.593525446,0.436158837,0.222336918,4268139.241,0.216472058,4397782.939
7012.530765,0.049348944,0.260509845,0.671106534,0.449869704,0.211118834,4165429.931,0.212233565,4222565.487
7012.578693,0.048530016,0.260006504,0.665944183,0.455088302,0.211123374,4171934.264,0.212627965,4292502.101
7013.139757,0.038999513,0.254668846,0.590830271,0.5147651,0.210876074,4268411.927,0.2244117,4446335.462
7013.22941,0.037503744,0.254083142,0.571756059,0.52361938,0.210691834,4293623.321,0.23488903,4462100.34
7013.482741,0.033277155,0.252428118,0.517858123,0.548638889,0.210171229,4364863.077,0.22505388,4471131.999
7014.530844,0.072419603,0.22514936,0.335708367,0.640064745,0.209691324,4835134.729,0.229487051,5609853.935
7015,0.093739342,0.208864599,0.337654641,0.648582496,0.212323126,4994237.286,0.240336005,5649497.326
7015.386693,0.105410848,0.197990108,0.388415483,0.61228491,0.21454511,5017097.402,0.220360744,5967056.307
7015.617624,0.115911678,0.197381963,0.423891428,0.573489382,0.214771394,4990367.202,0.214091214,5911229.37
7018.435145,0.064007753,0.269428398,0.507943149,0.502750705,0.219029952,4754357.065,0.221311853,4701100.837
7021.098549,0.055109214,0.26502055,0.601372583,0.466664549,0.222611045,4626382.892,0.22229391,4620070.421
7021.812293,0.053141332,0.267661713,0.576618399,0.457235868,0.220220328,4537353.414,0.220339526,4495873.405
7022,0.050346809,0.270142719,0.573820283,0.454718281,0.219264371,4513466.282,0.218567339,4501897.524
7022.339446,0.054315943,0.273676142,0.562655438,0.44692604,0.216357245,4473521.594,0.215418491,4470531.644
7022.5,0.056193289,0.275347403,0.55737462,0.443240417,0.214982214,4454628.306,0.214843887,4448791.972
7022.526513,0.056614363,0.27518842,0.556577198,0.443428174,0.214743784,4452680.952,0.214322242,4438617.121
7023.002501,0.064137381,0.272314904,0.542115601,0.446809857,0.210470663,4417778.781,0.210470145,4418752.569
7023.954477,0.06166297,0.263717144,0.460814157,0.456396279,0.205835323,4372884.069,0.211462631,4911827.143
7024,0.061349657,0.263539597,0.457070894,0.456785723,0.20567243,4370884.808,0.214427033,4922240.35
7025.593031,0.065746576,0.285730479,0.578455653,0.395384371,0.200794126,4223207.865,0.204079067,4253856.314
7026.768028,0.042150727,0.237683596,0.641152533,0.430302109,0.212470411,4276919.779,0.216753071,4319441.328
7027.387495,0.087459534,0.217954026,0.577839704,0.438897515,0.224748226,4475367.556,0.231602786,4813286.383
7027.5,0.094432097,0.214248455,0.564560338,0.440602647,0.227795697,4511684.192,0.2313158,4929124.783
7027.762381,0.144724966,0.209134558,0.525219683,0.438108588,0.230360854,4649263.981,0.223576911,4819066.755
7029.190345,0.209990532,0.23604606,0.483451226,0.399486963,0.21454985,5275972.393,0.218671081,5324474.898
7029.5,0.162665338,0.249382925,0.514556634,0.396734868,0.208175378,5343997.357,0.212919291,5201167.938
7029.865362,0.122675316,0.254756158,0.519787083,0.419229376,0.206463123,5391050.554,0.215266724,5122537.699
7030.142321,0.094691751,0.25777321,0.519143825,0.439002799,0.205763956,5427469.172,0.214173349,5230593.471
7030.5,0.074051053,0.254646044,0.487665753,0.482640622,0.208843367,5479493.443,0.216423902,5063992.124
7030.798766,0.07214198,0.245481816,0.445171405,0.530777197,0.214137994,5543581.435,0.225747797,5272695.817
7032.522261,0.073495761,0.214960764,0.33592435,0.648824365,0.241034463,5956219.419,0.24017197,5870470.869
7033.401634,0.066057222,0.229879546,0.271945156,0.666934834,0.246382647,6094727.923,0.250613168,5782327.591
7033.474237,0.063536317,0.231608503,0.267954374,0.670192241,0.246579475,6101325.984,0.247519184,5909769.194
7034,0.061159884,0.24132301,0.293503222,0.678358404,0.243356968,6040358.06,0.250988792,5907240.587
7035.854177,0.054859449,0.261113325,0.321099141,0.623239367,0.23248144,5417229.35,0.240585691,5032317.099
7036.679498,0.050810627,0.255060099,0.249726077,0.612162078,0.236462871,5228552.841,0.23976122,5231944.518
7037,0.049377041,0.250638783,0.262389807,0.605665265,0.237965983,5173085.746,0.243650313,5299778.626
7037.282141,0.048511083,0.249803527,0.331864353,0.592456978,0.239595777,5134220.32,0.243322077,5222458.495
7037.298965,0.048473789,0.249758231,0.335796193,0.591714475,0.23969905,5132316.982,0.243795965,5253172.099
7037.305935,0.048438053,0.249733086,0.337723459,0.591343063,0.239733224,5130942.622,0.243480855,5214231.249
7037.918432,0.047851513,0.248213047,0.465638357,0.56487251,0.243441406,5072475.254,0.241489954,4866128.631
7039,0.058640032,0.241219155,0.501963108,0.551888025,0.24756926,5153003.276,0.238894692,5083873.503
7039.258086,0.0623448,0.237324987,0.490032915,0.566214894,0.247408493,5241992.415,0.240699569,5201994.109
7040,0.06344991,0.227111797,0.442699459,0.603407714,0.248150368,5482935.643,0.245016453,5594359.287
7040.396299,0.064065189,0.225209739,0.400650237,0.605857913,0.250017165,5547877.768,0.246006029,5661692.007
7040.614057,0.064516785,0.224195604,0.376731706,0.607498006,0.251046002,5582319.511,0.239329744,5705231.409
7041.635233,0.074198012,0.216630567,0.250182005,0.651539542,0.25237713,5701429.192,0.251297938,5759237.494
7042.5,0.073066614,0.223063144,0.238758427,0.689194648,0.251309978,5726232.361,0.251606998,5731080.645
7042.993997,0.065678658,0.240356147,0.30045773,0.671304118,0.254838994,5617461.882,0.253021561,5854506.76
7043,0.06558888,0.24056629,0.301207497,0.671086714,0.254881878,5616140.114,0.253281651,5844349.854
7043.162387,0.062578846,0.245488981,0.332700969,0.660744792,0.256378717,5570269.582,0.2502788,5437275.486
7043.813104,0.059124104,0.259297384,0.436912682,0.606921761,0.261202996,5397732.399,0.244458202,5195941.99
7044,0.060797417,0.261430658,0.460034077,0.587628621,0.262225069,5351668.848,0.252416516,5207151.71
7044.1131,0.061637667,0.260837692,0.452031246,0.586191726,0.262156475,5343688.427,0.252939254,5261381.201
7044.732567,0.064954862,0.258369825,0.412937366,0.595792972,0.26173617,5301309.779,0.247837274,5144999.451
7044.897949,0.065418325,0.257032483,0.393419801,0.607806922,0.261289149,5299700.729,0.24701652,5115414.706
7045,0.0656045,0.256071472,0.379509593,0.617357002,0.260942584,5300758.21,0.244727918,5224419.33
7045.849925,0.061689746,0.260770064,0.342556197,0.708694299,0.25114296,5272118.145,0.249069564,5382151.853
7045.971501,0.061022083,0.263740698,0.35283074,0.702767203,0.249409112,5243504.099,0.243853589,5339113.725
7046,0.061113382,0.263228433,0.347581302,0.715120838,0.248971004,5254126.904,0.248397013,5453621.307
7046.325913,0.059075747,0.272400523,0.38278251,0.685488867,0.244354698,5160090.044,0.248233912,5202609.441
7047,0.0570921,0.289104392,0.411660123,0.596231078,0.236450061,4951519.599,0.249798875,4711283.634
7047.210435,0.061513617,0.28713896,0.406500624,0.584608676,0.23493025,4937468.931,0.245432697,4827196.492
7047.829902,0.06745555,0.276132958,0.394262152,0.562401248,0.233515266,4967779.803,0.237949177,4820168.033
7048,0.070100239,0.271533263,0.391658641,0.556759583,0.233215788,4988485.878,0.236149978,4756758.585
7048.368123,0.059526528,0.256105833,0.374751013,0.586520127,0.238673683,5133637.178,0.241976935,5100579.176
7049.688302,0.071810047,0.240009252,0.328018848,0.693438711,0.257192465,5545814.448,0.256310234,5636402.942
7050.320273,0.074242755,0.250603785,0.332748247,0.663086019,0.255840852,5586417.816,0.245941455,5624119.625
7051.085793,0.075549765,0.248626884,0.36384953,0.641379017,0.251931088,5641563.956,0.247991234,5603758.043
7052.5,0.070294,0.242577801,0.349359212,0.641144459,0.253997574,5569475.712,0.250412709,5549674.63
7052.989745,0.069051896,0.242538094,0.29769637,0.634254676,0.252671745,5525984.694,0.251041886,5584949.96
7053.5,0.069418828,0.24416904,0.287947255,0.643235665,0.249379792,5484549.232,0.246343116,5564960.003
7054.224575,0.066301974,0.248811412,0.368787299,0.6289787,0.24444314,5343271.356,0.239485236,5489938.683
7056.5,0.048967296,0.259834032,0.307874657,0.608255507,0.250663296,5498428.835,0.246182851,5368225.434
7056.797649,0.05253671,0.256952018,0.278107571,0.629701557,0.251964421,5543299.326,0.248995085,5393143.824
7057.749625,0.054865457,0.255069366,0.285173405,0.668452689,0.248015296,5557848.782,0.247748938,5596146.842
7058,0.054763082,0.25702142,0.307133862,0.665953756,0.245105379,5534672.785,0.248927565,5529785.152
7058.128876,0.055028347,0.259427892,0.323230271,0.661494644,0.243615625,5516222.227,0.247033715,5511967.705
7058.360839,0.05558812,0.263743754,0.348765239,0.653626648,0.241169531,5483010.831,0.243915028,5371709.043
7059,0.057540093,0.275558793,0.40202978,0.632732112,0.235599885,5391485.57,0.240256529,5163994.008
7060.081027,0.063234889,0.266385573,0.461575618,0.628057899,0.232536343,5381664.193,0.234335526,5288154.561
7062.5,0.069099813,0.24492016,0.313726943,0.663102113,0.22357244,5736167.938,0.227836043,5733147.099
7063,0.07050328,0.24068548,0.284169198,0.656068059,0.223182327,5832929.374,0.233802216,5840465.579
7063.461481,0.077363104,0.243227848,0.29579254,0.671684337,0.226855355,5927290.434,0.233406698,5851523.009
7064,0.08551781,0.251645379,0.362026817,0.695064281,0.231181302,6007536.915,0.231812124,5782123.027
7064.5,0.085376528,0.252062398,0.450477813,0.680283263,0.232121829,5988895.866,0.232623841,5741417.281
7064.555507,0.085850918,0.250747172,0.45024095,0.670699163,0.23141042,5966006.767,0.232915921,5690702.685
7064.636045,0.085911745,0.250582131,0.462773192,0.66696355,0.231422776,5959453.263,0.233830313,5709715.859
7065,0.08734358,0.246622054,0.495666346,0.631330054,0.229552639,5880687.084,0.234331165,5617642.113
7066,0.077415981,0.242286933,0.439662197,0.530548228,0.221051785,5541428.576,0.222763702,5461380.586
7066.317409,0.074300515,0.246956093,0.404909245,0.530321943,0.218685214,5453554.428,0.218988574,5355086.938
7068,0.075969746,0.245449221,0.32595007,0.596040969,0.220798168,5385515.145,0.227721249,5501026.351
7068.891776,0.078675483,0.228959406,0.312056567,0.627465189,0.226391788,5594718.973,0.2313244,5616139.425
7071.143214,0.087890377,0.220919632,0.421105428,0.607326568,0.220731067,5993122.168,0.219925755,5990859.185
7071.793931,0.088817395,0.220027919,0.418667817,0.614962598,0.22113824,6096793.692,0.222309396,6054488.363
7072.981241,0.092147492,0.213095504,0.308915772,0.635495559,0.225059521,6269685.072,0.231073,5805832.254
7073,0.09222871,0.212878394,0.306467146,0.635441173,0.225155024,6271741.416,0.230902554,5805150.52
7073.095365,0.092456627,0.211849968,0.306198691,0.632902998,0.225798762,6275871.778,0.230496496,5695852.296
7073.228044,0.092756202,0.210426285,0.306978769,0.629157506,0.226709361,6281019.3,0.231820898,5618093.832
7073.457229,0.093321462,0.207947601,0.305180036,0.62327188,0.228241431,6291544.461,0.23096938,6043418.356
7074.5,0.083104908,0.21807441,0.441514186,0.609182291,0.226738312,6276995.675,0.231829667,6167248.644
7076.34895,0.074890265,0.230490483,0.378665175,0.61250077,0.222108878,6012802.259,0.224762209,6005029.718
7076.789145,0.075261563,0.235171203,0.365808578,0.595409346,0.226063289,5918959.917,0.227125672,5857722.647
7076.944845,0.07602411,0.238630961,0.366136991,0.58708028,0.22708702,5880361.132,0.227211421,5791162.767
7077.5,0.079480791,0.251871491,0.369805171,0.55590409,0.230187975,5739015.856,0.225739511,5543444.375
7078.951817,0.025758176,0.27027955,0.307660126,0.64335961,0.226586057,5595096.193,0.237678673,5371865.431
7081.073037,0.068750176,0.228609445,0.345758627,0.557340182,0.233749771,5735264.09,0.23254106,5691665.216
7081.281113,0.068929304,0.228367085,0.360789234,0.565942243,0.235123921,5765974.127,0.230703508,5721657.608
7081.90058,0.06924273,0.227759802,0.427713784,0.58148293,0.236313108,5841038.944,0.235338793,5837561.437
7083.139513,0.071470922,0.223725094,0.397537467,0.587836876,0.232799214,5923634.406,0.233019832,5888213.421
7083.452976,0.071709649,0.223607049,0.361756923,0.609890245,0.233433852,5953427.108,0.232023681,5889254.214
7084.378446,0.073571447,0.228782694,0.346357101,0.657948681,0.237056224,5992263.675,0.242646528,5683881.289
7084.404952,0.073657497,0.2289754,0.347369738,0.658619512,0.237152437,5992464.67,0.24242227,5679067.242
7084.5,0.074005816,0.229713499,0.352692792,0.660155415,0.237484697,5992111.444,0.241108276,5647631.365
7085.832916,0.075775974,0.227041993,0.430814712,0.591106775,0.238078007,5900049.549,0.236113512,5894526.837
7086.76042,0.074132762,0.237917717,0.32967544,0.613824651,0.234373076,5945625.025,0.233965332,5906191.509
7087.26088,0.074460055,0.242960052,0.315611171,0.61269404,0.232571634,5955551,0.233738789,5815039.371
7087.5,0.074662241,0.244204058,0.316319727,0.610227894,0.232086562,5954594.169,0.235015004,5591689.703
7088.5,0.06485758,0.24492464,0.271723831,0.662484257,0.238233056,5944222.898,0.249621459,5738937.469
7088.688844,0.05669918,0.247496925,0.264309393,0.674017495,0.239758973,5942947.546,0.253067206,5791428.693
7088.714715,0.05536644,0.247731478,0.263824592,0.675057154,0.239960553,5942374.179,0.24885094,5842149.476
7090.592796,0.065101179,0.239085264,0.29408871,0.64564412,0.249900185,5849115.66,0.248925591,5769328.343
7090.664722,0.065878018,0.239768892,0.292532877,0.644232313,0.2497565,5849791.482,0.248637632,5685030.307
7091.192582,0.069919439,0.244265625,0.294786879,0.630116534,0.24825081,5848919.937,0.24639283,5485311.952
7091.315438,0.070138865,0.245390337,0.300749705,0.625417752,0.247704358,5847693.458,0.245804938,5525565.93
7091.544772,0.070718052,0.246482052,0.312235195,0.616270421,0.246730322,5840734.028,0.24260654,5601121.16
7092.616872,0.073721982,0.241618583,0.330259801,0.576778003,0.242803689,5714153.393,0.239733359,5741423.734
7093.050983,0.071766407,0.245518549,0.308409321,0.570570223,0.242010653,5637996.663,0.24028706,5595838.685
7093.5,0.066721344,0.255411112,0.298096155,0.559658753,0.242796465,5529947.934,0.241601857,5450209.829
7094,0.064933332,0.27078593,0.328616935,0.541693401,0.244733363,5367376.126,0.241710755,5200380.758
7094.876688,0.069461086,0.283242446,0.313962264,0.539910684,0.237003456,5147358.274,0.237204047,5104067.275
7096,0.069738343,0.261014759,0.238610267,0.713576198,0.226809879,5290706.136,0.242506508,5687575.269
7097.5,0.059271431,0.255504512,0.217793911,0.730781113,0.25660724,5637648.125,0.257158136,5612920.318
7097.822608,0.058452817,0.263514452,0.244942748,0.70480753,0.258331799,5659854.286,0.241796182,5740799.602
7098.626185,0.058235498,0.278831855,0.355210104,0.644018264,0.25612792,5609827.037,0.252851427,5167963.119
7099.16058,0.058015577,0.28549693,0.454006949,0.609271866,0.251492503,5497324.482,0.25145223,5107580.865
7100,0.05683032,0.291251176,0.56589377,0.548513581,0.239576921,5246544.522,0.246229188,4670013.408
7102,0.072824177,0.282581494,0.400770427,0.514579026,0.233036168,5190693.942,0.230312264,5062176.076
7102.342986,0.076583708,0.277507909,0.358033723,0.505613345,0.232660589,5194034.684,0.233606488,4985055.107
7102.968484,0.069276023,0.263179559,0.298350411,0.532146779,0.235480627,5269479.245,0.238392809,5319501.76
7103,0.068668644,0.262371912,0.29565153,0.534207837,0.235681902,5274451.652,0.235538271,5332971.89
7103.5,0.07277692,0.253483026,0.274687014,0.582994701,0.242397226,5415994.337,0.238538836,5459202.029
7103.67906,0.072741286,0.253656695,0.275748187,0.587837027,0.243745524,5458589.484,0.239681024,5482128.59
7104.872436,0.075550183,0.266905825,0.333354915,0.586730593,0.241677444,5693555.727,0.245819734,5454075.216
7105,0.07657213,0.268057437,0.341803097,0.585299779,0.240393563,5716036.978,0.238232399,5454161.356
7105.63121,0.081095094,0.26582467,0.329967435,0.61515762,0.23108488,5830330.366,0.251186676,5065899.628
7106.059787,0.070926784,0.264792147,0.306376672,0.647002079,0.226074279,5897227.135,0.23688151,5674498.587
7106.281927,0.065064531,0.264630671,0.294449855,0.663178071,0.223784049,5930139.91,0.233147328,5805005.243
7107.5,0.05037866,0.260183495,0.281057856,0.707896675,0.220939522,6102937.823,0.244650464,5709470.024
7107.918188,0.066290275,0.261264433,0.261483844,0.700196934,0.2227057,6170195.838,0.237547513,5817131.207
7108,0.072014585,0.261213508,0.25505593,0.699413037,0.222999789,6184360.103,0.231946214,5893442.503
7108.884795,0.081236865,0.261903352,0.242616369,0.678059825,0.226135515,6301545.653,0.226183754,6275981.536
7109.535512,0.073351376,0.258459992,0.286605894,0.665344664,0.222331196,6350447.454,0.231871565,5960035.987
7110.396055,0.061867711,0.245888155,0.383609204,0.641616783,0.219857378,6316492.81,0.239743826,5539573.335
7110.5,0.061476675,0.244386751,0.398029484,0.637793779,0.219859268,6310584.379,0.234156908,5621451.295
7110.836946,0.060160357,0.237101403,0.394185523,0.631868544,0.221855105,6276990.121,0.227624122,5932245.025
7111,0.059523366,0.233575886,0.392325357,0.629001212,0.222820928,6260733.226,0.226929477,6051398.114
7111.06028,0.059533126,0.233063506,0.3912447,0.627786469,0.22299623,6251564.71,0.227236752,6121655.594
7112,0.056353006,0.234031177,0.381435662,0.59965305,0.223707824,6096926.372,0.22572486,5936205.26
7112.488244,0.076502183,0.240346357,0.372682784,0.587772106,0.221899803,6050965.552,0.227516927,5776808.808
7112.5,0.076987332,0.240498413,0.372472035,0.587486039,0.22185627,6049858.913,0.227088473,5751205.937
7113.439813,0.104832309,0.23685495,0.271730847,0.596864734,0.222677872,6057311.632,0.225142342,6041509.703
7114,0.11876972,0.237669319,0.275575969,0.609348637,0.228217088,6018187.679,0.235323374,5939996.93
7114.741247,0.096883396,0.238648412,0.362484485,0.598598692,0.228572518,5848728.443,0.227407044,5819477.446
7117,0.097840895,0.227762423,0.308985851,0.512820513,0.240281121,5425743.222,0.256493602,5460761.876
7117.994832,0.073809574,0.2237896,0.3118049,0.533597144,0.234858932,5587005.044,0.2343317,5725568.571
7118,0.073531543,0.223745374,0.311726795,0.533851382,0.234806642,5588209.158,0.23431987,5717268.027
7118.645549,0.076036089,0.212858286,0.208961374,0.690651532,0.231163738,5881769.932,0.248867615,5788706.009
7119.152076,0.089061787,0.206649744,0.161769235,0.878742121,0.230669148,6168016.121,0.23588695,6186601.776
7120.5,0.126107438,0.201749991,0.284465516,0.813787695,0.218617752,6176792.639,0.230058279,6080141.671
7121.532016,0.107256878,0.2099131,0.471165094,0.514153026,0.188646217,5876463.821,0.202132218,5730214.814
7121.546459,0.106745418,0.210226703,0.470729506,0.514191609,0.188473512,5878477.706,0.203533889,5707886.834
7122,0.09055026,0.220154065,0.457367212,0.515220646,0.182874692,5941108.348,0.190905096,5869584.771
7122.785393,0.082874288,0.226385712,0.414112219,0.529289614,0.194286318,6074300.591,0.205850269,6019976.465
7123,0.083859142,0.22675484,0.407363508,0.530500701,0.198990894,6094693.048,0.207311339,6029336.502
7125.5,0.081632963,0.24452125,0.403585451,0.493072883,0.202063722,5531359.985,0.205460403,5456472.313
7125.803434,0.079097131,0.237881681,0.392705957,0.497875225,0.20976369,5562932.751,0.211577466,5608449.763
7125.882727,0.079109971,0.236454742,0.388326989,0.500834225,0.212141345,5581591.585,0.214601079,5581308.477
7127.5,0.190290331,0.202097774,0.212386103,0.601055108,0.262786495,6472770.151,0.257527212,6801305.817
7127.755585,0.271979034,0.187306947,0.186257681,0.617709052,0.267408054,6694719.616,0.264219983,6782068.271
7128,0.350097519,0.173162555,0.161271205,0.633635132,0.271827627,6906968.745,0.267501739,6836134.254
7128.195848,0.328183765,0.166716323,0.155525906,0.640346301,0.272200715,7022509.578,0.271145727,7140538.235
7128.360595,0.301792104,0.164419797,0.152895919,0.641288101,0.271515972,7080147.631,0.272204992,7372125.462
7128.406302,0.304635692,0.159789335,0.149352127,0.647557986,0.272601628,7146667.397,0.271754249,7486210.215
7129.057019,0.166350024,0.169933664,0.153057538,0.623145621,0.263754983,7127982.71,0.266702897,7098957.541
7129.147824,0.15845912,0.175356948,0.157201237,0.614842176,0.261234552,7070003.431,0.261211829,6633169.381
7130,0.12455566,0.220281336,0.212608341,0.528361969,0.238473767,6481934.672,0.236900359,6078625.79
7130.838462,0.177547506,0.220500323,0.263803411,0.503411171,0.230135101,6251392.818,0.226812293,6132703.611
7131.457929,0.184998793,0.208662348,0.310108462,0.521501754,0.230275719,6238895.591,0.23824938,6072676.096
7131.5,0.185529292,0.207524116,0.31417142,0.523846867,0.230448515,6240833.078,0.236588906,6225002.435
7132.003752,0.153753634,0.204234678,0.348298304,0.527353064,0.227989411,6219730.043,0.230534155,6201883.782
7132.310604,0.137351888,0.205826031,0.364528552,0.524523795,0.226267671,6195724.272,0.228076464,6184413.336
7133.612037,0.094749092,0.206263934,0.354514719,0.552187017,0.225478742,6180340.712,0.230814321,6151063.985
7134.555264,0.091615877,0.203075939,0.306256649,0.562205263,0.228987941,6180570.979,0.228947427,6179870.805
7135.5,0.085185164,0.200928622,0.314615897,0.570209833,0.232777041,6188977.118,0.232696736,6199934.144
7136,0.083409089,0.200277089,0.304763316,0.588745515,0.233742618,6221977.65,0.231467424,6234498.601
7136.763632,0.088231329,0.201638625,0.266259693,0.61487256,0.233979616,6269951.651,0.235712209,6274050.653
7139.5,0.069545081,0.198033198,0.354174383,0.58582258,0.227507326,6293123.53,0.229495029,6254429.04
7139.510999,0.068476402,0.197009441,0.352074864,0.585829992,0.228003418,6288948.657,0.229139589,6258685.227
7142.608333,0.087591849,0.19035382,0.398483479,0.518295744,0.219934611,6249063.981,0.220294271,6243638.499
7143.2278,0.08005053,0.200145655,0.391516815,0.515188543,0.226591539,6210555.729,0.222898546,6159678.597
7143.847267,0.084284026,0.209150404,0.436259337,0.507061325,0.226522704,6146288.785,0.223180551,6048112.791
7144.37944,0.091429817,0.208973483,0.443631884,0.468352603,0.218067948,6042536.071,0.22375311,5872880.888
7144.466734,0.094417898,0.210071821,0.432772623,0.459735318,0.216041561,6021634.543,0.221849928,5847172.747
7144.674225,0.100297001,0.211622297,0.413413924,0.439725902,0.211420276,5973070.613,0.226554999,5682483.785
7145.324942,0.1327737,0.231256052,0.330041169,0.385310752,0.197776215,5826255.702,0.20562288,5681899.976
7146.325134,0.193874709,0.262765751,0.415719854,0.33936823,0.191132196,5681278.024,0.209344238,5602539.445
7146.5,0.203764295,0.265918334,0.448477665,0.331194601,0.19104166,5660182.772,0.235461603,5378595.861
7146.75938,0.203760204,0.265387437,0.470228743,0.320728436,0.192317665,5648261.114,0.198590975,5531907.545
7147.277092,0.194085394,0.26654497,0.478583213,0.303367759,0.195367127,5654870.863,0.195477801,5485190.459
7147.5,0.186305522,0.267872344,0.469071783,0.297212519,0.196868027,5669084.881,0.196902152,4772487.095
7148.183535,0.180588136,0.258902847,0.404461179,0.31931875,0.203831029,5825474.048,0.218930371,5573017.38
7148.187344,0.180578516,0.25883576,0.404130173,0.319470101,0.203871373,5826393.207,0.218868664,5570327.173
7148.5,0.188885282,0.246334973,0.388843618,0.34340914,0.207813116,5921321.558,0.207504494,5631399.255
7148.578526,0.187205788,0.241622396,0.388564393,0.353179892,0.208835689,5947971.421,0.203117159,5788884.985
7149.5,0.150474127,0.193661619,0.352100156,0.484517953,0.219132132,6262376.563,0.217722245,6395580.125
7149.87996,0.132015866,0.187689747,0.299014406,0.531560361,0.219800144,6381120.922,0.249947362,6071148.092
7150.530677,0.105837561,0.187014229,0.249350445,0.595631201,0.218350246,6559000.565,0.21985589,6552895.209
7150.661402,0.105974052,0.188120993,0.249812458,0.598100413,0.217944478,6575952.187,0.219514449,6554808.275
7151.280869,0.113791275,0.193420002,0.25597712,0.594775858,0.216714319,6621736.178,0.220161459,6589864.251
7152,0.132870329,0.195916232,0.263056523,0.550985005,0.217730411,6576249.243,0.21943327,6567192.29
7152.471236,0.135885293,0.190170113,0.26284707,0.541780003,0.218712688,6548729.444,0.222063419,6540914.999
7152.5,0.136069327,0.189819368,0.262834284,0.541218127,0.218772647,6547049.626,0.223064753,6563948.7
7154,0.156056757,0.206300182,0.340617824,0.549749293,0.21961028,6421971.811,0.228839495,6283363.226
7154.375188,0.172363198,0.21010026,0.367633328,0.521753547,0.220117556,6349531.735,0.223051489,6222181.293
